0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,2.37,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,5.45,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,6.95,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,9.88,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,12.01,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,12.72,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,13.41,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,14.79,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,15.46,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,16.14,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,16.81,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,17.47,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,18.13,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,18.78,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,19.43,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,20.07,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,20.71,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,21.34,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,21.96,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,22.59,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,23.2,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,23.81,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,24.42,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,25.02,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,25.62,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,26.21,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,26.8,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,27.39,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,27.96,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,28.54,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,29.11,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,29.67,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,30.23,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,30.79,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,31.34,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,31.89,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,32.43,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,32.97,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,34.03,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,34.56,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,35.08,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,35.6,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,36.11,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,36.62,0.0,0.0,1.0
